t,theta
2.59,4.2031073588066565
2.595,4.198505416443
2.6,4.193903474079343
2.605,4.190835512503572
2.61,4.189301531715686
2.615,4.184699589352029
2.62,4.183165608564144
2.625,4.181631627776258
2.63,4.180097646988372
2.6350000000000002,4.180097646988372
2.64,4.178563666200486
2.645,4.178563666200486
2.65,4.178563666200486
2.6550000000000002,4.180097646988372
2.66,4.180097646988372
2.665,4.181631627776258
2.67,4.183165608564144
2.6750000000000003,4.183165608564144
2.68,4.184699589352029
2.685,4.1862335701399145
2.69,4.189301531715686
2.695,4.192369493291458
2.7,4.193903474079343
2.705,4.196971435655114
2.71,4.200039397230886
2.715,4.2031073588066565
2.72,4.204641339594542
2.725,4.207709301170314
2.73,4.210777262746085
2.735,4.213845224321856
2.74,4.218447166685513
2.745,4.221515128261284
2.75,4.224583089837056
2.755,4.227651051412827
2.7600000000000002,4.2291850322007125
2.765,4.232252993776484
2.77,4.236854936140141
2.775,4.238388916928026
2.7800000000000002,4.241456878503798
2.785,4.244524840079569
2.79,4.246058820867455
2.795,4.249126782443226
2.8000000000000003,4.250660763231112
2.805,4.253728724806883
2.81,4.2552627055947685
2.815,4.256796686382654
2.82,4.25833066717054
2.825,4.261398628746311
2.83,4.261398628746311
2.835,4.262932609534197
2.84,4.262932609534197
2.845,4.264466590322082
2.85,4.264466590322082
2.855,4.264466590322082
2.86,4.264466590322082
2.865,4.266000571109968
2.87,4.266000571109968
2.875,4.264466590322082
2.88,4.264466590322082
2.8850000000000002,4.262932609534197
2.89,4.262932609534197
2.895,4.261398628746311
2.9,4.261398628746311
2.9050000000000002,4.261398628746311
2.91,4.259864647958426
2.915,4.259864647958426
2.92,4.25833066717054
2.9250000000000003,4.25833066717054
2.93,4.256796686382654
2.935,4.256796686382654
2.94,4.2552627055947685
2.945,4.253728724806883
2.95,4.253728724806883
2.955,4.252194744018997
2.96,4.250660763231112
2.965,4.250660763231112
2.97,4.249126782443226
2.975,4.24759280165534
2.98,4.246058820867455
2.985,4.246058820867455
2.99,4.244524840079569
2.995,4.244524840079569
3.0,4.244524840079569
3.005,4.242990859291684
3.0100000000000002,4.242990859291684
3.015,4.241456878503798
3.02,4.241456878503798
3.025,4.241456878503798
3.0300000000000002,4.241456878503798
3.035,4.239922897715912
3.04,4.239922897715912
3.045,4.239922897715912
3.0500000000000003,4.239922897715912
3.055,4.239922897715912
3.06,4.239922897715912
3.065,4.239922897715912
3.0700000000000003,4.239922897715912
3.075,4.239922897715912
3.08,4.239922897715912
3.085,4.239922897715912
3.09,4.239922897715912
3.095,4.239922897715912
3.1,4.239922897715912
3.105,4.239922897715912
3.11,4.239922897715912
3.115,4.241456878503798
3.12,4.241456878503798
3.125,4.241456878503798
3.13,4.241456878503798
3.1350000000000002,4.242990859291684
3.14,4.242990859291684
3.145,4.242990859291684
3.15,4.244524840079569
3.1550000000000002,4.244524840079569
3.16,4.244524840079569
3.165,4.242990859291684
3.17,4.241456878503798
3.1750000000000003,4.241456878503798
3.18,4.241456878503798
3.185,4.239922897715912
3.19,4.239922897715912
3.1950000000000003,4.238388916928026
3.2,4.238388916928026
3.205,4.238388916928026
3.21,4.236854936140141
3.215,4.236854936140141
3.22,4.236854936140141
3.225,4.236854936140141
3.23,4.236854936140141
3.235,4.236854936140141
3.24,4.236854936140141
3.245,4.236854936140141
3.25,4.236854936140141
3.255,4.236854936140141
3.2600000000000002,4.236854936140141
3.265,4.235320955352255
3.27,4.235320955352255
3.275,4.23378697456437
3.2800000000000002,4.23378697456437
3.285,4.23378697456437
3.29,4.232252993776484
3.295,4.232252993776484
3.3000000000000003,4.230719012988598
3.305,4.230719012988598
3.31,4.230719012988598
3.315,4.230719012988598
3.3200000000000003,4.230719012988598
3.325,4.232252993776484
3.33,4.235320955352255
3.335,4.238388916928026
3.34,4.239922897715912
3.345,4.239922897715912
3.35,4.239922897715912
3.355,4.239922897715912
3.36,4.239922897715912
3.365,4.241456878503798
3.37,4.241456878503798
3.375,4.242990859291684
3.38,4.244524840079569
3.3850000000000002,4.246058820867455
3.39,4.246058820867455
3.395,4.244524840079569
3.4,4.244524840079569
3.4050000000000002,4.244524840079569
3.41,4.242990859291684
3.415,4.242990859291684
3.42,4.242990859291684
3.4250000000000003,4.241456878503798
3.43,4.239922897715912
3.435,4.239922897715912
3.44,4.239922897715912
3.4450000000000003,4.238388916928026
3.45,4.236854936140141
3.455,4.236854936140141
3.46,4.235320955352255
3.465,4.235320955352255
3.47,4.235320955352255
3.475,4.235320955352255
3.48,4.23378697456437
3.485,4.23378697456437
3.49,4.23378697456437
3.495,4.23378697456437
3.5,4.23378697456437
3.505,4.23378697456437
3.5100000000000002,4.23378697456437
3.515,4.235320955352255
3.52,4.235320955352255
3.525,4.236854936140141
3.5300000000000002,4.236854936140141
3.535,4.235320955352255
3.54,4.235320955352255
3.545,4.236854936140141
3.5500000000000003,4.235320955352255
3.555,4.236854936140141
3.56,4.236854936140141
3.565,4.236854936140141
3.5700000000000003,4.236854936140141
3.575,4.236854936140141
3.58,4.235320955352255
3.585,4.235320955352255
3.59,4.235320955352255
3.595,4.235320955352255
3.6,4.235320955352255
3.605,4.23378697456437
3.61,4.235320955352255
3.615,4.23378697456437
3.62,4.23378697456437
3.625,4.23378697456437
3.63,4.23378697456437
3.6350000000000002,4.232252993776484
3.64,4.232252993776484
3.645,4.232252993776484
3.65,4.232252993776484
3.6550000000000002,4.232252993776484
3.66,4.232252993776484
3.665,4.232252993776484
3.67,4.232252993776484
3.6750000000000003,4.232252993776484
3.68,4.23378697456437
3.685,4.232252993776484
3.69,4.23378697456437
3.6950000000000003,4.23378697456437
3.7,4.23378697456437
3.705,4.23378697456437
3.71,4.23378697456437
3.715,4.23378697456437
3.72,4.235320955352255
3.725,4.235320955352255
3.73,4.235320955352255
3.735,4.23378697456437
3.74,4.23378697456437
3.745,4.23378697456437
3.75,4.23378697456437
3.755,4.235320955352255
3.7600000000000002,4.23378697456437
3.765,4.235320955352255
3.77,4.23378697456437
3.775,4.23378697456437
3.7800000000000002,4.23378697456437
3.785,4.232252993776484
3.79,4.230719012988598
3.795,4.2291850322007125
3.8000000000000003,4.227651051412827
3.805,4.227651051412827
3.81,4.227651051412827
3.815,4.2291850322007125
3.8200000000000003,4.230719012988598
3.825,4.232252993776484
3.83,4.232252993776484
3.835,4.23378697456437
3.84,4.232252993776484
3.845,4.23378697456437
3.85,4.23378697456437
3.855,4.235320955352255
3.86,4.235320955352255
3.865,4.235320955352255
3.87,4.235320955352255
3.875,4.23378697456437
3.88,4.235320955352255
3.8850000000000002,4.235320955352255
3.89,4.236854936140141
3.895,4.236854936140141
3.9,4.236854936140141
3.9050000000000002,4.235320955352255
3.91,4.235320955352255
3.915,4.235320955352255
3.92,4.236854936140141
3.9250000000000003,4.235320955352255
3.93,4.236854936140141
3.935,4.236854936140141
3.94,4.236854936140141
3.9450000000000003,4.236854936140141
3.95,4.236854936140141
3.955,4.235320955352255
3.96,4.235320955352255
3.9650000000000003,4.235320955352255
3.97,4.235320955352255
3.975,4.235320955352255
3.98,4.235320955352255
3.985,4.23378697456437
3.99,4.23378697456437
3.995,4.232252993776484
